mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
145.42999577522278,68.75057574295415,4.675582945346832,1.7985911345624006,,0.7,8,200,"{'model__max_depth': None, 'model__max_features': 0.7, 'model__min_samples_leaf': 8, 'model__n_estimators': 200}",0.5211805555555555,0.5409121395036888,0.45582130855900377,0.4741973840665874,0.4980278469212088,0.03436711112310895,26,0.7803151000177022,0.7744832101767842,0.7846710923355462,0.7875091485728226,0.7817446377757138,0.004913390631652059
186.34122043848038,64.72297869054093,3.4621092677116394,1.8149790885518318,,0.7,8,400,"{'model__max_depth': None, 'model__max_features': 0.7, 'model__min_samples_leaf': 8, 'model__n_estimators': 400}",0.5184155663655317,0.5400702693659026,0.4572329523058731,0.4764608469363615,0.4980449087434172,0.03283512654063541,25,0.7801594331266608,0.7753690898897402,0.7868576242628476,0.7871623271945679,0.7823871186184541,0.004924513873199691
20.186728835105896,4.440713329591321,4.607355356216431,0.9627573386671614,8,sqrt,1,200,"{'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",0.5313800566006326,0.5468898010735712,0.4621946490887941,0.4777415852334419,0.50455152299911,0.035444243312461286,13,0.5842255531763026,0.5628633720930233,0.5547541771847578,0.5346858324119033,0.5591322337164968,0.017750985823588743
20.49672043323517,6.869163336255223,2.7390336394309998,0.35888923967959496,8,sqrt,1,400,"{'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 400}",0.5307820299500832,0.5472292191435768,0.46210363495746326,0.47812906019922047,0.5045609860625859,0.0353885384853413,11,0.5873925501432665,0.5636478784040532,0.554595632349412,0.5344262295081967,0.5600155726012321,0.019018956182245132
9.649442553520203,0.8644154493660585,2.5584657192230225,0.38801541215556085,8,sqrt,3,200,"{'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 3, 'model__n_estimators': 200}",0.5296167247386759,0.5488474204171241,0.4638355633120031,0.4794283239497618,0.5054320081043913,0.03491509112813957,3,0.5733618233618234,0.5589322752277032,0.5498554913294798,0.5307825086306099,0.5532330246374041,0.015436024387748513
9.381887078285217,1.3326460654314014,1.2421528100967407,0.5507153822330193,8,sqrt,3,400,"{'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 3, 'model__n_estimators': 400}",0.5293532338308458,0.548878079397458,0.4626720961799496,0.4784585408096991,0.5048404875544881,0.03540608906141088,5,0.5755958733546781,0.5585666696677771,0.5506409099115364,0.5315956525920938,0.5540997763815214,0.015814824259987995
2.8755377531051636,0.3153404044745505,0.39020752906799316,0.23500145907878714,8,sqrt,8,200,"{'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__n_estimators': 200}",0.5278650570530842,0.5493023984950619,0.4621946490887941,0.4791170742263579,0.5046197947158245,0.035309910207542795,10,0.5652562042492412,0.5528776978417266,0.5467634531165637,0.5286554180010515,0.5483881933021457,0.01319761006845905
4.725912153720856,1.2109014841394303,0.5459883809089661,0.15675191042707975,8,sqrt,8,400,"{'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__n_estimators': 400}",0.5273779983457403,0.5477347546637404,0.462877030162413,0.48,0.5044974457929734,0.034370657584436415,14,0.5650319829424307,0.5535008976660682,0.5473167225682798,0.5285884881776929,0.548609522838618,0.013192193761813142
10.47226220369339,5.683626297072479,0.636772096157074,0.22085214983819235,8,0.7,1,200,"{'model__max_depth': 8, 'model__max_features': 0.7, 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",0.5277968428277282,0.5460773120208775,0.4621344179740461,0.48107615139078885,0.5042711810533602,0.033965885651065335,15,0.632638126600805,0.593328335832084,0.5851063829787234,0.5574947151074185,0.5921418901297577,0.02688530230267276
28.738257110118866,15.935262067636213,1.794858157634735,0.6098484766952278,8,0.7,1,400,"{'model__max_depth': 8, 'model__max_features': 0.7, 'model__min_samples_leaf': 1, 'model__n_estimators': 400}",0.5278159340659341,0.5470502194051682,0.4647093136301769,0.47941778485330905,0.5047483129886471,0.03378728885942216,7,0.635582373377217,0.5930232558139535,0.5865084704299431,0.5577634238942852,0.5932193808788497,0.02782455212219208
